subject_id,time_elapsed,gender,age,understood,pass_attention,comments
058ba3b094fb7b2182f2eccda8727018,988444,male,50,yes,TRUE,NA
259fe299eca9604247186bf825e84bad,591273,female,54,yes,TRUE,NA
bc772ac88cc663a0cafaa7c9be64b4ed,623727,male,46,yes,TRUE,NA
d72c72fa86a57295a860e37b998e187b,1519774,male,49,yes,TRUE,No comments.
acf0b78adc6b44e6841dbf9496223e31,546329,male,31,yes,TRUE,n/a
08242f49f6588339ce37c66847074815,1293372,female,29,yes,TRUE,NA
0482e44db24f2e4b9a712721521f3e5b,1756526,female,51,yes,TRUE,none
1e897b2331035436b6f66c49927aa9ff,595853,male,33,yes,TRUE,NA
be6d58545b35b3759fbd157ca5886bde,701544,female,47,yes,TRUE,NA
13c14ea0979078016b5402e29fe8456b,631206,female,29,yes,TRUE,NA
216674174d81a61eee36902a789da7fe,675648,female,50,yes,TRUE,no
37d65895dcc3a0b612fdbf05403a9f19,1410231,male,62,yes,TRUE,no
1cb9442cfdcc0f637f089bb7d2742ee8,782794,male,43,yes,TRUE,Thank you for the fair pay. Have a good week
1b57b357a17b86d2fedbb5df6a56e0a2,1101248,male,23,yes,TRUE,N/A
b5e0509b62dde08c6999f89887a07984,1247204,female,41,yes,TRUE,NA
cd536ad413f0d4d5f4a42c7f32958f39,676866,nonconforming,42,yes,TRUE,NA
4f4806eee3766069746f6621dbee898a,2780492,male,21,yes,TRUE,NA
c852c659fb9674c3bd07740156495236,412598,male,24,yes,TRUE,NA
2e0c802026435a8dbb45a48d00579129,596988,female,25,yes,TRUE,NA
b3a05193e952dcc5c625c599319ec49f,429342,male,23,yes,TRUE,NA
12f836291905b900621d7e5f09137b8d,1407040,female,44,yes,TRUE,NA
747c5c39d3703961fa8ede147a027680,1044240,male,41,yes,TRUE,Nothing further at this time.
e5dd744aae79b9912213a7c35fe13e34,464044,female,24,yes,TRUE,no
54045354cea46b290f0f353e5a8dc8b5,888497,female,58,yes,TRUE,NA
ffa3ff561444cc5b40104a9edaf503a0,277918,female,26,yes,TRUE,NA
